"Name","season","seasonName","order","Week","Odds"
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,6,0.0804576765058662
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,6,0.0493723909912689
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,6,0.0765255423084123
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,6,0.0553172832547793
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,6,0.0322212617593874
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,6,0.0761679917066609
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,6,0.0422209505799114
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,6,0.0568902249815619
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,6,0.110077817840813
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,6,0.102794620780416
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,6,0.0245771482199888
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,6,0.0301636272863974
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,6,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,6,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,6,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,6,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,6,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,7,0.225955092817714
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,7,0.0711523524751941
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,7,0.0434833334788391
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,7,0.0769293155536222
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,7,0.0352152283363292
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,7,0.0319399454851385
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,7,0.122955331589858
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,7,0.0666734550637086
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,7,0.0698184822098142
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,7,0.183422800312476
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,7,0.0724546626773055
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,7,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,7,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,7,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,7,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,7,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,7,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,7,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,8,0.207272597443556
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,8,0.0736344288491496
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,8,0.0566216212859688
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,8,0.0668487207329755
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,8,0.0824749457882508
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,8,0.0381479109074452
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,8,0.111298414397453
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,8,0.0771872346892236
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,8,0.070750623531582
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,8,0.215763502374395
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,8,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,8,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,8,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,8,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,8,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,8,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,8,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,8,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,9,0.383727522521639
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,9,0.0646169769338403
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,9,0.146300895321327
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,9,0.172174608248355
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,9,0.0416047506515222
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,9,0.0341909917170752
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,9,0.0521300669319863
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,9,0.0552370930933518
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,9,0.0500170945809031
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,9,NA
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,9,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,9,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,9,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,9,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,9,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,9,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,9,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,9,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,10,0.410503784178614
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,10,0.0431445799783964
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,10,0.196844736158521
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,10,0.186684767427225
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,10,0.0470763704284179
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,10,0.0526090412972822
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,10,0.022343894340675
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,10,0.0407928261908687
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,10,NA
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,10,NA
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,10,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,10,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,10,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,10,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,10,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,10,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,10,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,10,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,11,0.397949714133595
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,11,0.0097512302443891
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,11,0.193190823164151
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,11,0.128704798751552
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,11,0.0930777284151551
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,11,0.0923641871907539
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,11,0.084961518100404
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,11,NA
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,11,NA
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,11,NA
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,11,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,11,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,11,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,11,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,11,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,11,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,11,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,11,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,12,0.401443125732651
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,12,0.00112347844541509
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,12,0.239039260027195
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,12,0.169071522579081
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,12,0.0645472298599501
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,12,0.124775383355707
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,12,NA
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,12,NA
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,12,NA
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,12,NA
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,12,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,12,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,12,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,12,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,12,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,12,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,12,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,12,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,13,0.418108295983328
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,13,0.0116002665595191
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,13,0.292619111778788
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,13,0.226552233822462
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,13,0.0511200918559025
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,13,NA
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,13,NA
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,13,NA
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,13,NA
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,13,NA
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,13,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,13,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,13,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,13,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,13,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,13,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,13,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,13,NA
"Tony Vlachos",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",1,14,0.403631986968706
"Woo Hwang",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",2,14,0.0699700861854305
"Kass 'Chaos Kass' McQuillen",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",3,14,0.247313442290302
"Spencer Bledsoe",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",4,14,0.279084484555561
"Trish Hegarty",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",5,14,NA
"Tasha Fox",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",6,14,NA
"Jefra Bland",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",7,14,NA
"Jeremiah Wood",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",8,14,NA
"LJ McKanas",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",9,14,NA
"Morgan McLeod",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",10,14,NA
"Sarah Lacina",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",11,14,NA
"Alexis Maxwell",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",12,14,NA
"Lindsey Ogle",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",13,14,NA
"Cliff Robinson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",14,14,NA
"J'Tia Taylor",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",15,14,NA
"Brice Johnston",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",16,14,NA
"Garrett Adelstein",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",17,14,NA
"David Samson",28,"Survivor 28: Cagayan - Brain vs Brawn vs Beauty",18,14,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,2,0.0792646138759652
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,2,0.0792646138759652
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,2,0.0269840054036053
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,2,0.0579089637428737
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,2,0.0269840054036053
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,2,0.0771887276154459
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,2,0.0407457507035054
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,2,0.0407457507035054
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,2,0.0233520077906726
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,2,0.0866013523500373
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,2,0.118334089207706
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,2,0.064563991054367
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,2,0.0579089637428737
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,2,0.0792646138759652
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,2,0.0374685599113169
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,2,0.0233520077906726
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,2,0.0800679829519173
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,2,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,3,0.0416151791171238
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,3,0.0309723043286894
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,3,0.0618792539518875
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,3,0.0816800398643165
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,3,0.0651142580970618
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,3,0.0938247765354307
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,3,0.0302260383699361
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,3,0.0302260383699361
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,3,0.0245599547533626
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,3,0.144370277570067
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,3,0.170839809844008
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,3,0.0324494324470063
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,3,0.0561040559162502
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,3,0.053741191362348
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,3,0.0569718313986245
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,3,0.0254255580739521
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,3,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,3,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,4,0.0403826194269513
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,4,0.0273424782753705
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,4,0.0616735443237229
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,4,0.0786874313400865
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,4,0.0370553565793735
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,4,0.0565603965049908
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,4,0.0276265600338087
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,4,0.0278595202906681
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,4,0.0371435196239076
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,4,0.174083893201518
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,4,0.190526161470425
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,4,0.0722562669218351
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,4,0.102307169974692
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,4,0.0261814906748471
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,4,0.0403135913578027
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,4,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,4,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,4,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,5,0.0685979312466902
"Jaclyn Schultz",29,"Survivor 29: San Juan del Sur - Blood vs Water II",2,5,0.0254327152340112
"Missy Payne",29,"Survivor 29: San Juan del Sur - Blood vs Water II",3,5,0.0470179908291972
"Keith Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",4,5,0.135284092553477
"Baylor Wilson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",5,5,0.0408853587538105
"Jon Misch",29,"Survivor 29: San Juan del Sur - Blood vs Water II",6,5,0.0584115758205497
"Alec Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",7,5,0.0224482947889849
"Reed Kelly",29,"Survivor 29: San Juan del Sur - Blood vs Water II",8,5,0.0175664553362618
"Wes Nale",29,"Survivor 29: San Juan del Sur - Blood vs Water II",9,5,0.0260015183233566
"Jeremy Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",10,5,0.161092763146579
"Josh Canfield",29,"Survivor 29: San Juan del Sur - Blood vs Water II",11,5,0.223846522781053
"Julie McGee",29,"Survivor 29: San Juan del Sur - Blood vs Water II",12,5,0.0634510532848216
"Dale Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",13,5,0.0905186207220815
"Kelley Wentworth",29,"Survivor 29: San Juan del Sur - Blood vs Water II",14,5,0.0194451071791257
"Drew Christy",29,"Survivor 29: San Juan del Sur - Blood vs Water II",15,5,NA
"John Rocker",29,"Survivor 29: San Juan del Sur - Blood vs Water II",16,5,NA
"Val Collins",29,"Survivor 29: San Juan del Sur - Blood vs Water II",17,5,NA
"Nadiya Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",18,5,NA
"Natalie Anderson",29,"Survivor 29: San Juan del Sur - Blood vs Water II",1,6,0.0615266388046492
